,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000138594,1230.222319,-0.051434366,0.100291284,-0.512849811,0.608056383,0.84203326
ENSG00000138600,798.4684487,0.204864901,0.1690691,1.211722901,0.22561847,0.521048181
ENSG00000138604,1443.513141,0.919621457,0.172172575,5.341277236,9.23E-08,3.34E-06
ENSG00000138606,110.4591771,-0.291953992,0.376694031,-0.775042789,0.438314376,0.73052396
ENSG00000138613,699.2865885,0.077385382,0.171333382,0.451665527,0.651509956,0.8669853
ENSG00000138614,521.4769462,-0.007549987,0.102866591,-0.073395907,0.941491074,0.983189188
ENSG00000138615,840.3782617,1.369089629,0.325223932,4.209682912,2.56E-05,0.000480046
ENSG00000138617,194.4926285,-0.21372604,0.171508061,-1.246157404,0.212706614,0.503728432
ENSG00000138621,78.39337717,0.030570006,0.20486817,0.149217938,0.881381666,0.962842937
ENSG00000138623,287.2024681,0.265318612,0.325647733,0.814741161,0.415220487,0.713417625
ENSG00000138629,742.7930393,0.136048636,0.090078669,1.510331333,0.1309589,0.379230314
ENSG00000138639,421.5489431,-0.14101193,0.222689145,-0.633223186,0.526587907,0.793220147
ENSG00000138640,790.337756,0.120733908,0.127027063,0.950458156,0.341879506,0.65092133
ENSG00000138641,630.1779291,0.480070889,0.233141756,2.05913731,0.039481087,0.17183744
ENSG00000138642,183.3848526,-0.396783051,0.195921853,-2.025210794,0.042845724,0.182260107
ENSG00000138646,76.78338644,-0.935649493,0.551219149,-1.697418341,0.089617598,0.299729649
ENSG00000138650,169.1580685,-0.45456138,0.898733514,-0.505779937,0.613011144,0.845316453
ENSG00000138658,64.1049899,-0.976982115,0.216015225,-4.522746546,6.10E-06,0.000136419
ENSG00000138660,254.421766,0.199763166,0.168276436,1.187113126,0.235183002,0.534084964
ENSG00000138663,643.5197448,-0.130876161,0.119498629,-1.09521057,0.273424396,0.577898357
ENSG00000138668,1653.332328,0.011914501,0.099886592,0.119280281,0.905053306,0.972150993
ENSG00000138669,239.2187689,-1.637272912,0.393524383,-4.160537393,3.17E-05,0.000576035
ENSG00000138670,1.110903887,0.693422182,1.847226501,0.375385575,0.707373731,NA
ENSG00000138674,8884.15302,-0.184805781,0.087102711,-2.121699544,0.033862977,0.155624338
ENSG00000138675,1560.195108,-0.148824762,0.307049194,-0.484693543,0.627893747,0.852844529
ENSG00000138678,118.0695298,1.160046827,0.19856324,5.842203346,5.15E-09,2.52E-07
ENSG00000138685,1271.672375,-0.193132676,0.147464529,-1.309689029,0.190301057,0.471683961
ENSG00000138686,639.788936,0.484478249,0.115152816,4.207263579,2.58E-05,0.000484226
ENSG00000138688,4162.13372,-0.112466774,0.157459735,-0.714257351,0.475068059,0.757435352
ENSG00000138696,44.40981992,0.889394665,0.254228475,3.498406955,0.000468046,0.005676488
ENSG00000138698,1076.023456,0.109919225,0.1350044,0.814189948,0.415536143,0.713615414
ENSG00000138709,240.2403808,0.325210578,0.127874123,2.543208661,0.010983961,0.068659079
ENSG00000138735,6850.213188,-1.166146228,0.229385518,-5.083783132,3.70E-07,1.14E-05
ENSG00000138738,298.4031523,-0.191493914,0.203135857,-0.942688883,0.345840061,0.654806162
ENSG00000138741,15.54541452,0.16341166,0.646837703,0.252631625,0.800552889,0.936130394
ENSG00000138744,237.0514212,0.689593209,0.417873017,1.650245842,0.098892664,0.318989037
ENSG00000138750,624.0415674,0.037395385,0.09171846,0.407719284,0.683479778,0.885979461
ENSG00000138756,583.8663525,-0.609444664,0.259611661,-2.347524225,0.018898644,0.101878962
ENSG00000138757,2889.312199,0.029700595,0.109583819,0.271030842,0.786367312,0.929338598
ENSG00000138758,23014.79756,0.107165098,0.177085481,0.605160277,0.545072507,0.804610037
ENSG00000138759,21.01802435,0.417733387,0.664521806,0.628622542,0.529596199,0.795020299
ENSG00000138760,9501.604988,-0.012385915,0.122400581,-0.101191635,0.919398337,0.977072967
ENSG00000138764,1394.007891,-0.058446453,0.185493718,-0.31508589,0.752696441,0.917333221
ENSG00000138767,460.4595429,0.06502339,0.129684397,0.501397168,0.616091632,0.847108449
ENSG00000138768,2516.69954,0.222533394,0.1073837,2.07232005,0.038235604,0.168527679
ENSG00000138769,7.96858693,-0.515170923,0.602330899,-0.855295526,0.392387564,0.694842895
ENSG00000138771,1139.7118,0.569304212,0.265484529,2.144396937,0.032001095,0.149781797
ENSG00000138772,67.09598199,0.136575499,0.513859308,0.265783837,0.790405692,0.930825658
ENSG00000138777,451.0866707,0.007826923,0.126669979,0.061789885,0.950730159,0.986571389
ENSG00000138778,173.3417023,-0.326717599,0.192036646,-1.701329439,0.088881143,0.298132286
ENSG00000138780,155.0149282,-0.222782452,0.152468242,-1.461172825,0.143968019,0.401753457
ENSG00000138785,168.585946,0.106736543,0.146687385,0.727646368,0.466830089,0.75191672
ENSG00000138792,21.4804275,0.690070798,0.738655136,0.934225952,0.350187352,0.658125907
ENSG00000138794,152.1977759,-0.174775108,0.160995305,-1.085591333,0.277659836,0.582955864
ENSG00000138795,131.6098312,0.271368339,0.900882954,0.301224857,0.763243036,0.920592573
ENSG00000138796,544.4000973,0.027273931,0.156493478,0.174281584,0.861644171,0.956732174
ENSG00000138798,2.028863482,-1.009652667,1.303769674,-0.774410302,0.438688193,NA
ENSG00000138801,1142.617458,-0.109143717,0.142757986,-0.764536681,0.444547486,0.735602358
ENSG00000138802,1234.274128,0.493369889,0.120455826,4.095857423,4.21E-05,0.000733964
ENSG00000138814,1292.835721,-0.012347555,0.111728967,-0.110513465,0.912002171,0.97474398
ENSG00000138821,336.8531421,0.031393475,0.263167719,0.119290753,0.905045009,0.972150993
ENSG00000138823,2.714322788,1.199223573,0.989234466,1.212274353,0.225407378,NA
ENSG00000138829,15701.21888,2.073721965,0.670793911,3.091444226,0.001991854,0.018266928
ENSG00000138834,1364.071808,-0.266050888,0.115030058,-2.312881459,0.020729157,0.10931391
ENSG00000138835,897.3111608,-0.100408061,0.091804915,-1.093711178,0.27408167,0.578563284
ENSG00000138867,1743.667771,0.165506567,0.092469582,1.789848767,0.073478227,0.262330661
ENSG00000138942,1068.797726,0.271468498,0.109071338,2.488907759,0.012813621,0.077036508
ENSG00000138944,242.9482397,-1.293798524,0.701437594,-1.844495554,0.065110953,0.24261801
ENSG00000139055,17.49697357,2.06272887,0.716050707,2.880702232,0.003967903,0.031266126
ENSG00000139083,539.6059439,0.145886394,0.145263303,1.004289389,0.315239147,0.623403016
ENSG00000139112,6332.919876,0.447481969,0.188486796,2.374075943,0.017592932,0.097085357
ENSG00000139116,73.2682647,-0.223700245,0.284640242,-0.785905197,0.43192303,0.726313815
ENSG00000139117,185.6170074,-0.131913453,0.15835812,-0.833007191,0.404840674,0.704198263
ENSG00000139131,204.2051947,-0.020012493,0.164429718,-0.121708493,0.903129887,0.971330108
ENSG00000139132,1223.463152,2.253936708,0.205574548,10.96408446,5.69E-28,3.88E-25
ENSG00000139133,31.7737912,-0.088946583,0.2724802,-0.326433198,0.744096624,0.913990083
ENSG00000139146,117.3339279,0.408144921,0.183188602,2.228003912,0.025880254,0.128806724
ENSG00000139154,655.6428042,-0.266380507,0.095747713,-2.782108306,0.005400701,0.039591527
ENSG00000139160,87.35069361,-0.19274963,0.221950382,-0.868435676,0.385155871,0.688795623
ENSG00000139163,609.6313882,0.35215222,0.149003704,2.36337897,0.018109141,0.098955438
ENSG00000139168,715.7265831,-0.095362312,0.093952103,-1.015009872,0.310101122,0.617820205
ENSG00000139173,173.2726443,-0.629729451,0.144788194,-4.349314922,1.37E-05,0.000280671
ENSG00000139174,227.2382908,0.110310031,0.18502131,0.596201759,0.55104045,0.808481427
ENSG00000139178,1794.646904,0.256915656,0.186780618,1.3754942,0.168978283,0.440715192
ENSG00000139180,98.58690071,0.081113308,0.251672824,0.322296649,0.747227971,0.915442251
ENSG00000139182,537.4445669,-0.235261662,0.197588928,-1.19066217,0.233786235,0.532423563
ENSG00000139187,10.79204245,-0.872254982,0.566671081,-1.539261507,0.123740467,0.366340559
ENSG00000139190,413.7022237,0.106772306,0.176894487,0.603593183,0.546114146,0.805322182
ENSG00000139192,242.808337,-0.305359022,0.166939475,-1.829160069,0.067375632,0.248094835
ENSG00000139193,9.41467057,-0.281963005,0.542163923,-0.520069656,0.603015027,0.839585063
ENSG00000139194,85.99206061,-0.140944774,0.229706381,-0.613586673,0.539488492,0.800082056
ENSG00000139197,784.36204,0.01888964,0.134705302,0.14022937,0.888478767,0.96623968
ENSG00000139200,473.4181372,0.350690208,0.230529964,1.521234821,0.12820092,0.374198755
ENSG00000139209,219.6975346,0.298111206,0.444582123,0.670542495,0.502512026,0.778804828
ENSG00000139211,217.1772618,0.337138584,0.252965206,1.332746861,0.182614889,0.460376019
ENSG00000139218,1796.699602,0.08493111,0.150747875,0.563398393,0.573163631,0.821641621
ENSG00000139220,64.42879713,0.992148505,0.333459403,2.975320223,0.002926828,0.024747684
ENSG00000139233,199.9570779,0.356647952,0.144059815,2.475693527,0.013297767,0.079018516
ENSG00000139239,1996.515994,-0.148128687,0.155679988,-0.951494721,0.341353297,0.650457467
ENSG00000139263,1987.936689,-0.324927151,0.137065915,-2.370590459,0.017759697,0.097693706
ENSG00000139266,177.4875733,0.115746514,0.207148026,0.558762331,0.576323934,0.823640066
ENSG00000139269,16.80647992,-1.851327915,0.422788739,-4.378848686,1.19E-05,0.000248817
ENSG00000139278,1583.958204,-0.069855532,0.186370515,-0.374820726,0.707793799,0.898921743
ENSG00000139289,1975.85343,-0.991130304,0.098394941,-10.07298035,7.27E-24,3.04E-21
ENSG00000139291,526.020603,0.702294546,0.154890179,4.534145089,5.78E-06,0.000130524
ENSG00000139292,4.832530116,3.170408154,1.2037875,2.633694197,0.008446152,0.055847716
ENSG00000139304,132.8477639,-0.218388289,0.504367757,-0.432994151,0.665019019,0.875863627
ENSG00000139318,173.5813867,0.182413157,0.433645129,0.420650769,0.674010116,0.881134061
ENSG00000139323,233.0457065,0.146735438,0.146046195,1.004719354,0.315032006,0.623194156
ENSG00000139324,1046.6242,-0.016000398,0.165479932,-0.096690869,0.922971891,0.977713948
ENSG00000139329,13692.69143,-0.858345622,0.292677417,-2.932736088,0.003359894,0.027572389
ENSG00000139343,232.765842,-0.155425781,0.149257175,-1.041328707,0.297723018,0.605193755
ENSG00000139344,10.45326954,-0.426593325,0.553323827,-0.770965038,0.440727655,0.732755487
ENSG00000139350,454.30221,0.066304911,0.12189001,0.543973302,0.586459845,0.829085535
ENSG00000139351,6.411082116,-0.457682209,0.662628252,-0.690707358,0.489749465,0.769188605
ENSG00000139354,124.2479759,-1.129394197,0.244508493,-4.619038731,3.86E-06,9.18E-05
ENSG00000139364,72.65448128,-0.442029179,0.439697537,-1.005302832,0.314751052,0.62301357
ENSG00000139370,540.0285942,0.204402547,0.11674769,1.75080592,0.079979347,0.278043848
ENSG00000139372,319.2575638,0.011694619,0.121869549,0.095960144,0.923552227,0.977773942
ENSG00000139405,166.4746651,-0.039644655,0.148450985,-0.267055519,0.789426415,0.930697099
ENSG00000139410,64.02373213,-0.82998979,0.255054597,-3.254165183,0.001137261,0.011726017
ENSG00000139428,100.9029445,-0.558412469,0.219614086,-2.542698786,0.011000001,0.068712693
ENSG00000139433,1031.20007,0.192634304,0.145905581,1.320266867,0.186745934,0.465852935
ENSG00000139436,935.8519689,0.514857152,0.127426118,4.040436597,5.34E-05,0.00089397
ENSG00000139437,395.948407,0.375214918,0.120989936,3.101207675,0.001927331,0.017719318
ENSG00000139438,5.246739083,-0.591060636,0.813429817,-0.726627698,0.467454056,0.752392207
ENSG00000139496,670.0385444,0.219623464,0.159353365,1.378216669,0.168136402,0.439368788
ENSG00000139505,802.1791912,-0.003949644,0.100018211,-0.039489253,0.968500322,0.991541681
ENSG00000139508,222.1169553,-0.140802198,0.153069488,-0.919858031,0.357646953,0.664655227
ENSG00000139514,566.4756424,-0.132345123,0.130265467,-1.015964759,0.309646169,0.617314517
ENSG00000139517,133.3843204,-0.055157481,0.180800068,-0.305074451,0.76030945,0.919661949
ENSG00000139531,325.3681859,-0.246623294,0.181847954,-1.35620604,0.175033621,0.450033155
ENSG00000139537,24.811422,0.309734968,0.313603509,0.987664228,0.323317119,0.632114317
ENSG00000139540,1.417804096,2.297168565,1.559980574,1.472562289,0.1408691,NA
ENSG00000139546,337.7856773,0.266710556,0.157345822,1.695059663,0.090064103,0.300676298
ENSG00000139547,2.217894606,-1.067772492,1.013889671,-1.053144659,0.292274698,NA
ENSG00000139567,871.0975798,0.851633712,0.172093589,4.948666104,7.47E-07,2.12E-05
ENSG00000139579,365.0630609,0.036171243,0.118332724,0.305674051,0.759852833,0.919661949
ENSG00000139597,189.9831582,0.242327098,0.312603281,0.775190513,0.438227093,0.73052396
ENSG00000139610,1.365934502,-2.119323649,1.640961939,-1.291512983,0.196525856,NA
ENSG00000139613,2285.763703,-0.133273594,0.108298681,-1.23061142,0.218468232,0.512691792
ENSG00000139618,59.92772035,-0.648695981,0.277568402,-2.337067104,0.019435695,0.104255266
ENSG00000139620,339.9573437,-0.045729149,0.110503639,-0.413824826,0.679002401,0.883689798
ENSG00000139624,670.3522035,0.473713724,0.109895371,4.310588498,1.63E-05,0.000326261
ENSG00000139625,1469.660962,-0.243017019,0.127860601,-1.900640367,0.057349134,0.22379409
ENSG00000139626,14.43819227,-0.335016944,0.508797338,-0.658448697,0.510249852,0.784437901
ENSG00000139629,151.5830313,-0.403330252,0.448929167,-0.898427373,0.368957748,0.674458331
ENSG00000139631,303.1491528,-0.213853351,0.146178646,-1.462958899,0.143478626,0.401148688
ENSG00000139636,637.8775952,0.285445621,0.120798559,2.362988636,0.018128225,0.09900097
ENSG00000139637,363.2773913,0.018365107,0.101245081,0.181392582,0.856059441,0.955009063
ENSG00000139641,3082.239919,0.01769283,0.089847008,0.196921752,0.843888771,0.951111557
ENSG00000139644,10990.05145,0.3077967,0.104449715,2.946840972,0.003210383,0.026522744
ENSG00000139645,1581.84082,0.096180346,0.124042488,0.775382275,0.438113806,0.73052396
ENSG00000139651,777.2595657,0.038118294,0.122207444,0.311914667,0.755105376,0.917917298
ENSG00000139668,132.7875942,-0.402831288,0.224918142,-1.791012876,0.073291229,0.262163121
ENSG00000139675,1182.120045,0.214154668,0.218489812,0.980158601,0.327007836,0.636088445
ENSG00000139679,193.9127836,0.23448964,0.130526852,1.796485838,0.072417283,0.260263744
ENSG00000139684,1952.391216,0.079334342,0.069531664,1.140981496,0.253877623,0.555772282
ENSG00000139687,1188.603975,0.321942343,0.083635866,3.849333526,0.00011844,0.001766045
ENSG00000139697,1199.755684,-0.008100937,0.076012979,-0.106573076,0.915127679,0.97564447
ENSG00000139714,27.93598286,-0.135384911,0.415843657,-0.325566855,0.744752093,0.914306713
ENSG00000139718,969.2943174,0.231144486,0.088046949,2.625241284,0.008658758,0.057028267
ENSG00000139719,203.6937346,-0.013134232,0.126706055,-0.103659074,0.917439906,0.976628802
ENSG00000139722,377.6631012,-0.10103054,0.136995527,-0.737473274,0.46083459,0.747228051
ENSG00000139725,12.77534411,0.643369996,0.497331231,1.293644872,0.195788115,0.480032229
ENSG00000139726,1119.197814,0.012549059,0.10696878,0.117315154,0.906610317,0.972515922
ENSG00000139734,169.6275225,0.547282827,0.267628241,2.044936758,0.040861093,0.176156448
ENSG00000139737,1.306710069,-0.22694051,1.634952495,-0.138805568,0.889603794,NA
ENSG00000139746,822.5757719,-0.197273134,0.135323129,-1.457793174,0.14489756,0.403369399
ENSG00000139780,2.84151796,0.690681471,1.093047889,0.631885828,0.527461485,NA
ENSG00000139793,1671.80698,0.511983888,0.126258244,4.055053137,5.01E-05,0.00084992
ENSG00000139826,357.8407091,0.359060069,0.135499666,2.649896345,0.008051647,0.053719344
ENSG00000139832,91.67567227,0.51018596,0.275528589,1.851662513,0.0640743,0.240213403
ENSG00000139835,49.01043746,0.350387616,0.337384421,1.038541184,0.299018172,0.606276278
ENSG00000139842,2091.706852,0.159852376,0.068762561,2.324700753,0.020087967,0.106866854
ENSG00000139865,1.248152535,-2.801807602,1.719344413,-1.629579031,0.103190499,NA
ENSG00000139874,245.4470315,-0.11324164,0.296933434,-0.381370459,0.702928378,0.89671109
ENSG00000139880,158.6339491,-0.752763886,0.203538521,-3.698385363,0.000216975,0.002970706
ENSG00000139890,5.610695928,0.229501269,0.870256421,0.263716835,0.791998122,0.931486992
ENSG00000139899,239.0674413,-0.234861496,0.267373443,-0.878402483,0.379725337,0.684144613
ENSG00000139908,35.34883111,-0.373599281,0.290818148,-1.284649132,0.198914921,0.48439808
ENSG00000139910,307.4169946,-0.606252493,0.189137905,-3.205346352,0.001349,0.013406284
ENSG00000139921,1100.839864,0.28634383,0.189355022,1.512206156,0.130481425,0.378396134
ENSG00000139926,5989.179007,-0.087163373,0.116786946,-0.74634517,0.455458932,0.743486945
ENSG00000139946,386.8630594,-0.669536334,0.160826448,-4.163098433,3.14E-05,0.000570171
ENSG00000139970,63.84293466,0.078461463,1.204201491,0.065156424,0.948049456,0.985082377
ENSG00000139971,109.2506461,-0.605473687,0.285230803,-2.122750004,0.033774806,0.155413058
ENSG00000139973,2.9370726,-0.205112077,1.000250604,-0.205060688,0.83752471,NA
ENSG00000139974,369.7983851,-0.229676766,0.106601613,-2.154533687,0.031198343,0.1471465
ENSG00000139977,572.7189224,0.134465952,0.109265438,1.230635732,0.218459135,0.512691792
ENSG00000139985,15.02205668,-0.320681872,0.4409521,-0.72724877,0.467073575,0.752112617
ENSG00000139988,1.132860517,-2.655730458,1.632011663,-1.627274191,0.103678877,NA
ENSG00000139990,1226.201916,-0.237606356,0.104873494,-2.265647377,0.023472982,0.119904289
ENSG00000139998,259.7959251,-0.161059498,0.240579553,-0.669464617,0.503199144,0.779415432
ENSG00000140006,60.57011138,-0.083760714,0.218637301,-0.383103495,0.701643029,0.896222119
ENSG00000140009,3.314660112,0.197042537,0.904152334,0.217930684,0.827483119,NA
ENSG00000140015,8.244127226,-2.027737589,0.959568378,-2.113176752,0.034585642,0.15768621
ENSG00000140022,256.2307089,-0.930817897,0.696421247,-1.336573089,0.181362028,0.458257649
ENSG00000140025,80.14558731,-0.486911743,0.230949998,-2.108299408,0.035005099,0.15912587
ENSG00000140030,1.808769252,2.821304028,1.491932579,1.891039896,0.058619019,NA
ENSG00000140043,90.19054061,-0.263171455,0.223471297,-1.177652157,0.238935308,0.539545517
ENSG00000140044,1324.628639,-0.32395489,0.156426552,-2.070971239,0.038361484,0.16884004
ENSG00000140057,6.590270113,0.258447077,0.609406779,0.424096164,0.671495683,0.879635788
ENSG00000140092,9406.301029,0.325132257,0.104569255,3.109252872,0.001875611,0.017435325
ENSG00000140093,1.599357053,0.065281655,1.302214181,0.050131273,0.960017779,NA
ENSG00000140104,182.8405759,-0.316512202,0.173767699,-1.821467411,0.068535836,0.250961905
ENSG00000140105,2493.962612,-1.334557474,0.223838055,-5.962156313,2.49E-09,1.33E-07
ENSG00000140153,334.9197343,0.059833392,0.132081953,0.453002026,0.650547283,0.86656659
ENSG00000140157,617.326482,0.15521021,0.092182512,1.683727271,0.092234388,0.305375092
ENSG00000140181,2597.832539,-0.02613293,0.205271076,-0.127309363,0.89869555,0.970351393
ENSG00000140199,709.8975552,-0.114406852,0.181800214,-0.629299877,0.529152752,0.794877649
ENSG00000140259,813.340619,-0.167801811,0.142661663,-1.176222169,0.239506108,0.540172073
